time,seconds_elapsed,y,z,x,hypothesis
1706201731199756500,0.252756591796875,-7.177816867828369,6.464344501495361,0.9911994934082031,
1706201731221438700,0.274438720703125,-7.55131196975708,6.133944988250732,1.216254472732544,
1706201731237273900,0.29027392578125,-7.771578788757324,5.315127849578857,1.2737152576446533,
1706201731253591000,0.306591064453125,-8.087613105773926,5.238513469696045,0.9002198576927185,
1706201731263342000,0.316342041015625,-8.24084186553955,5.722142219543457,1.2976573705673218,
1706201731273255000,0.3262548828125,-7.795520782470703,6.057330131530762,1.9249382019042969,
1706201731283186400,0.3361865234375,-7.249642848968506,6.009446144104004,1.2689268589019775,
1706201731293197300,0.346197265625,-6.789956092834473,6.45476770401001,0.3256114423274994,
1706201731303194600,0.356194580078125,-6.885724067687988,6.320692539215088,0.4357447028160095,
1706201731313173200,0.36617333984375,-7.441178798675537,6.033388137817383,0.9768342971801758,
1706201731323933700,0.37693359375,-7.953537940979004,5.808333396911621,2.0159177780151367,
1706201731333587700,0.386587646484375,-7.757213592529297,5.736507415771484,2.360682964324951,
1706201731343360500,0.396360595703125,-7.785943984985352,6.023811340332031,1.6615760326385498,
1706201731353225700,0.406225830078125,-7.718906402587891,6.2392897605896,0.9959878921508789,
1706201731363210800,0.416210693359375,-7.575253963470459,5.7125654220581055,0.4405331015586853,
1706201731373487900,0.42648779296875,-8.010998725891113,5.674258232116699,1.0247182846069336,
1706201731383430000,0.436429931640625,-8.015787124633789,5.832275390625,1.4269442558288574,
1706201731393252600,0.446252685546875,-7.603984832763672,6.387730121612549,1.5083470344543457,
1706201731403248000,0.456248046875,-7.3885064125061035,7.177816867828369,1.2689268589019775,
1706201731413278200,0.4662783203125,-7.259219646453857,7.254431247711182,1.2689268589019775,
1706201731423203600,0.47620361328125,-7.738059997558594,6.8043212890625,1.53707754611969,
1706201731433214200,0.486214111328125,-8.145073890686035,5.750872611999512,1.2545616626739502,
1706201731443184600,0.4961845703125,-8.2312650680542,5.339069843292236,0.7709329724311829,
1706201731453181400,0.506181396484375,-7.752425193786621,6.124367713928223,0.6991068720817566,
1706201731463137300,0.51613720703125,-7.560888767242432,7.072471618652344,1.2114660739898682,
1706201731473610000,0.52660986328125,-6.9910688400268555,7.240066051483154,1.8052281141281128,
1706201731483364600,0.536364501953125,-7.216124057769775,7.417236804962158,2.212242364883423,
1706201731493231400,0.5462314453125,-7.6566572189331055,6.5696892738342285,2.3750481605529785,
1706201731503164200,0.5561640625,-7.01979923248291,6.588842868804932,1.1875240802764893,
1706201731513153500,0.566153564453125,-7.096413612365723,7.268796443939209,0.6224924325942993,
1706201731523247400,0.576247314453125,-6.665457725524902,7.33583402633667,0.26815059781074524,
1706201731533173800,0.586173828125,-6.9910688400268555,7.316680431365967,0.933738648891449,
1706201731543162400,0.596162353515625,-7.000645637512207,7.029376029968262,2.073378562927246,
1706201731553125000,0.606125,-6.670246124267578,7.1490864753723145,2.2361843585968018,
1706201731563178000,0.616177978515625,-6.4595561027526855,7.450755596160889,1.5897499322891235,
1706201731573198000,0.626197998046875,-6.1770405769348145,7.876923561096191,0.933738648891449,
1706201731583238100,0.636238037109375,-6.71334171295166,7.709329605102539,1.0582371950149536,
1706201731593212400,0.64621240234375,-6.933608055114746,6.852205276489258,1.0582371950149536,
1706201731603340300,0.65634033203125,-7.105990409851074,6.598419666290283,1.2880805730819702,
1706201731613269500,0.66626953125,-6.45476770401001,7.536946773529053,1.1875240802764893,
1706201731623255800,0.676255859375,-5.497087001800537,8.671798706054688,1.3886369466781616,
1706201731633409800,0.686409912109375,-4.879383087158203,9.155426979064941,0.8523358106613159,
1706201731643293400,0.69629345703125,-5.439626216888428,8.413225173950195,1.0630255937576294,
1706201731653206800,0.706206787109375,-6.311115741729736,7.096413612365723,1.2066776752471924,
1706201731663155000,0.716155029296875,-6.3973069190979,6.742072105407715,0.871489405632019,
1706201731673120000,0.7261201171875,-6.095637321472168,7.259219646453857,1.1444283723831177,
1706201731683111400,0.736111328125,-4.797980308532715,8.255207061767578,0.4213795065879822,
1706201731693208300,0.746208251953125,-4.4532151222229,8.604761123657227,0.42616790533065796,
1706201731703543600,0.75654345703125,-4.644751071929932,8.370129585266113,0.8427590131759644,
1706201731713505300,0.76650537109375,-4.941632270812988,7.3885064125061035,1.3646949529647827,
1706201731723395600,0.7763955078125,-5.037400245666504,7.196970462799072,1.3455413579940796,
1706201731733303800,0.7863037109375,-5.128379821777344,7.661445617675781,0.8954314589500427,
1706201731743395300,0.796395263671875,-4.60165548324585,8.17380428314209,0.2346317619085312,
1706201731753348600,0.8063486328125,-4.754884719848633,8.5903959274292,0.3447650372982025,
1706201731763257900,0.8162578125,-4.4292731285095215,7.785943984985352,1.115697979927063,
1706201731773188400,0.826188232421875,-4.395754337310791,7.546523571014404,0.8236053586006165,
1706201731783426300,0.83642626953125,-5.252878665924072,8.456320762634277,1.6328455209732056,
1706201731793525000,0.84652490234375,-5.20978307723999,8.609549522399902,2.537853717803955,
1706201731803499000,0.8564990234375,-4.467580318450928,8.125920295715332,1.6759412288665771,
1706201731813359600,0.866359619140625,-4.802768707275391,7.8098859786987305,-0.19632454216480255,
1706201731823228700,0.876228759765625,-5.501875400543213,7.1490864753723145,-0.6943184733390808,
1706201731833220900,0.886220947265625,-6.086060523986816,6.698976516723633,0.19632454216480255,
1706201731843149800,0.89614990234375,-5.9088897705078125,7.445967197418213,2.2840683460235596,
1706201731853192000,0.90619189453125,-4.697423934936523,8.283937454223633,2.3798365592956543,
1706201731863163400,0.916163330078125,-3.5960910320281982,8.188169479370117,1.039083480834961,
1706201731873330200,0.926330078125,-4.486733913421631,8.33182144165039,-0.35434186458587646,
