loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),label(N)
2023-02-18T16:35:56.654Z,1,2005287.312551792,0.0633544921875,0.063720703125,-0.9662933349609375,2005287.299527792,-0.001311873085796833,0.08839137852191925,-0.0511806309223175,2005287.301229792,138.6275939941406,95.07882690429688,-497.5881958007812,3
2023-02-18T16:35:56.654Z,2,2005287.332540792,0.057342529296875,0.038726806640625,-0.962493896484375,2005287.319547792,-0.0008194546680897474,0.1192078813910484,-0.09867464751005173,2005287.320852792,138.7464447021484,95.21566772460938,-497.5767211914062,3
2023-02-18T16:35:56.655Z,3,2005287.352560792,0.1070556640625,0.0377197265625,-0.9745025634765625,2005287.339566792,-0.01705754734575748,0.07495919615030289,-0.07533416897058487,2005287.340475792,138.7308197021484,95.13926696777344,-497.6187438964844,3
2023-02-18T16:35:56.675Z,4,2005287.372579792,0.0841522216796875,0.0329132080078125,-0.9853973388671875,2005287.359555792,-0.03352094069123268,-0.05845052748918533,-0.08158993721008301,2005287.360128792,138.7229461669922,94.84187316894531,-497.4754028320312,3
2023-02-18T16:35:56.695Z,5,2005287.392568792,0.04876708984375,0.0287628173828125,-0.9679718017578125,2005287.379575792,-0.04077485948801041,-0.0716606080532074,-0.1065759807825089,2005287.379751792,138.8149566650391,95.02261352539062,-497.6034545898438,3
2023-02-18T16:35:56.715Z,6,2005287.412588792,0.0216064453125,0.0315399169921875,-0.9411163330078125,2005287.399594792,-0.05782628059387207,0.01669296063482761,-0.1498115956783295,2005287.399404792,138.7596588134766,94.85638427734375,-497.4587707519531,3
2023-02-18T16:35:56.735Z,7,2005287.432607792,0.049652099609375,0.0353851318359375,-0.9435272216796875,2005287.419583792,-0.08655699342489243,0.1090492531657219,-0.1819804608821869,2005287.419027792,138.8404541015625,95.26156616210938,-497.5719604492188,3
2023-02-18T16:35:56.755Z,8,2005287.452627792,0.0876312255859375,0.0462188720703125,-0.96435546875,2005287.439603792,-0.1139803677797318,0.06580058485269547,-0.191429078578949,2005287.438680792,138.8374328613281,95.38058471679688,-497.8142700195312,3
2023-02-18T16:35:56.775Z,9,2005287.472616792,0.0900726318359375,0.065338134765625,-0.978363037109375,2005287.459622792,-0.1254900097846985,0.003979827743023634,-0.2029499113559723,2005287.458303792,138.7597961425781,95.09339904785156,-497.787353515625,3
2023-02-18T16:35:56.795Z,10,2005287.492635792,0.06988525390625,0.075592041015625,-0.9793243408203125,2005287.479642792,-0.1322576403617859,0.01241006422787905,-0.222453311085701,2005287.477926792,138.8818969726562,95.21435546875,-498.0324401855469,3
2023-02-18T16:35:56.815Z,11,2005287.512655792,0.0650634765625,0.080535888671875,-0.97491455078125,2005287.499631792,-0.1282546371221542,0.07206593453884125,-0.2384202927350998,2005287.497579792,138.6035461425781,95.4222412109375,-497.7960815429688,3
2023-02-18T16:35:56.835Z,12,2005287.532644792,0.08355712890625,0.0875701904296875,-0.974822998046875,2005287.519650792,-0.1237254068255424,0.1160461753606796,-0.2664593756198883,2005287.517202792,138.9234466552734,95.49790954589844,-497.5846252441406,3
2023-02-18T16:35:56.855Z,13,2005287.552663792,0.097381591796875,0.0924835205078125,-0.9865570068359375,2005287.539670792,-0.1223370954394341,0.09475793689489365,-0.2904169261455536,2005287.536825792,139.24951171875,95.44345092773438,-498.0333557128906,3
2023-02-18T16:35:56.875Z,14,2005287.572683792,0.0960235595703125,0.0979766845703125,-0.99041748046875,2005287.559659792,-0.1201280057430267,0.06315206736326218,-0.3306466341018677,2005287.556448792,139.5594940185547,95.54524230957031,-497.7638549804688,3
2023-02-18T16:35:56.895Z,15,2005287.592672792,0.0910491943359375,0.1223297119140625,-0.993743896484375,2005287.579679792,-0.120081402361393,0.06432812660932541,-0.3760980069637299,2005287.576070792,139.0600433349609,95.61412048339844,-497.7301025390625,3
2023-02-18T16:35:56.915Z,16,2005287.612691792,0.0653839111328125,0.150177001953125,-0.98126220703125,2005287.599698792,-0.1108245179057121,0.1273507624864578,-0.4496324062347412,2005287.595724792,139.3965911865234,95.75680541992188,-497.91748046875,3
2023-02-18T16:35:56.935Z,17,2005287.632711792,0.077545166015625,0.188690185546875,-0.9814605712890625,2005287.619687792,-0.1065637245774269,0.2457594275474548,-0.542820930480957,2005287.615346792,139.3384094238281,95.52764892578125,-497.7337951660156,3
2023-02-18T16:35:56.955Z,18,2005287.652700792,0.1063232421875,0.253997802734375,-0.9873046875,2005287.639707792,-0.09803734719753265,0.2141061723232269,-0.6474536061286926,2005287.634969792,139.5692749023438,95.66661071777344,-498.0315246582031,3
2023-02-18T16:35:56.975Z,19,2005287.672720792,0.0812225341796875,0.292144775390625,-0.9718170166015625,2005287.659726792,-0.08056808263063431,0.2112483233213425,-0.8034016489982605,2005287.654592792,140.0397796630859,95.62295532226562,-497.810302734375,3
2023-02-18T16:35:56.995Z,20,2005287.692739792,0.046661376953125,0.32318115234375,-0.9427947998046875,2005287.679715792,-0.09887358546257019,0.3121869266033173,-0.9916197657585144,2005287.674215792,140.2616729736328,95.4774169921875,-497.9401245117188,3
2023-02-18T16:35:57.015Z,21,2005287.712728792,0.042449951171875,0.3621826171875,-0.924560546875,2005287.699735792,-0.1334893554449081,0.5270081758499146,-1.240429043769836,2005287.693807792,140.611328125,95.40298461914062,-498.1947021484375,3
2023-02-18T16:35:57.036Z,22,2005287.732748792,0.0870208740234375,0.398406982421875,-0.91229248046875,2005287.719754792,-0.1737046837806702,0.6816049218177795,-1.523908138275146,2005287.713430792,141.2918701171875,95.47711181640625,-497.8831787109375,3
2023-02-18T16:35:57.055Z,23,2005287.752767792,0.113861083984375,0.4134521484375,-0.89166259765625,2005287.739743792,-0.2017597556114197,0.7444544434547424,-1.824816107749939,2005287.733083792,142.1580352783203,95.41014099121094,-498.1633911132812,3
2023-02-18T16:35:57.077Z,24,2005287.772787792,0.1358184814453125,0.419158935546875,-0.8806915283203125,2005287.759763792,-0.2264802753925323,0.7547875046730042,-2.093580007553101,2005287.752706792,142.5648345947266,95.34112548828125,-498.2500610351562,3
2023-02-18T16:35:57.096Z,25,2005287.792776792,0.151092529296875,0.4376373291015625,-0.8777618408203125,2005287.779782792,-0.2353864163160324,0.7298129200935364,-2.343681335449219,2005287.772359792,143.3511962890625,95.19485473632812,-498.2512817382812,3
2023-02-18T16:35:57.115Z,26,2005287.812795792,0.1682281494140625,0.468414306640625,-0.86566162109375,2005287.799771792,-0.2323208600282669,0.745523989200592,-2.591112613677979,2005287.791982792,143.8112945556641,95.30598449707031,-498.2294311523438,3
2023-02-18T16:35:57.135Z,27,2005287.832815792,0.1638031005859375,0.511749267578125,-0.8433837890625,2005287.819791792,-0.2190183699131012,0.8655022978782654,-2.890435457229614,2005287.811605792,144.75146484375,95.28303527832031,-498.3265991210938,3
2023-02-18T16:35:57.156Z,28,2005287.852804792,0.18817138671875,0.53765869140625,-0.830535888671875,2005287.839810792,-0.172611191868782,1.090921878814697,-3.196749687194824,2005287.831228792,145.7758483886719,95.28764343261719,-498.6352844238281,3
2023-02-18T16:35:57.175Z,29,2005287.872823792,0.2807464599609375,0.5666656494140625,-0.8390045166015625,2005287.859830792,-0.1011663004755974,1.140084862709045,-3.432371377944946,2005287.850851792,146.8755035400391,95.14848327636719,-498.4420776367188,3
2023-02-18T16:35:57.196Z,30,2005287.892843792,0.3123931884765625,0.5775604248046875,-0.8247222900390625,2005287.879819792,-0.0406520888209343,0.9968249201774597,-3.645578861236572,2005287.870473792,147.9003448486328,94.98847961425781,-498.4307250976562,3
2023-02-18T16:35:57.215Z,31,2005287.912832792,0.3074951171875,0.59124755859375,-0.8064422607421875,2005287.899838792,-0.01824212074279785,0.9329867959022522,-3.839962244033813,2005287.890096792,148.9198150634766,95.21739196777344,-498.49609375,3
2023-02-18T16:35:57.236Z,32,2005287.932842625,0.2946624755859375,0.6110076904296875,-0.7833404541015625,2005287.919858792,-0.01098447386175394,1.00484311580658,-4.007106304168701,2005287.909750792,149.9673461914062,95.21340942382812,-498.2330322265625,3
2023-02-18T16:35:57.255Z,33,2005287.952862625,0.26239013671875,0.6072845458984375,-0.760345458984375,2005287.939838625,-0.00848270021378994,1.321297526359558,-4.210644245147705,2005287.929363625,151.3974609375,95.29911804199219,-498.2777099609375,3
2023-02-18T16:35:57.277Z,34,2005287.972851625,0.2999114990234375,0.6020050048828125,-0.77362060546875,2005287.959857625,0.03038666769862175,1.647463083267212,-4.36387300491333,2005287.949017625,152.3653411865234,95.59576416015625,-498.23193359375,3
2023-02-18T16:35:57.297Z,35,2005287.992870625,0.399932861328125,0.5988922119140625,-0.790008544921875,2005287.979877625,0.09438828378915787,1.774089455604553,-4.460025787353516,2005287.968670625,153.92724609375,95.86837768554688,-497.9317016601562,3
2023-02-18T16:35:57.316Z,36,2005288.012890625,0.48724365234375,0.5651702880859375,-0.7949981689453125,2005287.999866625,0.1420239806175232,1.605310559272766,-4.499325275421143,2005287.988293625,155.7489166259766,96.48162841796875,-497.536865234375,3
2023-02-18T16:35:57.336Z,37,2005288.032879625,0.469329833984375,0.4907684326171875,-0.7943572998046875,2005288.019886625,0.145890086889267,1.255096435546875,-4.528821468353271,2005288.007916625,157.2134704589844,97.28427124023438,-497.3515014648438,3
2023-02-18T16:35:57.356Z,38,2005288.052899625,0.3856201171875,0.453887939453125,-0.7918548583984375,2005288.039905625,0.08119045943021774,1.09411633014679,-4.560624599456787,2005288.027569625,158.1449584960938,97.9263916015625,-496.8082885742188,3
2023-02-18T16:35:57.375Z,39,2005288.072918625,0.322418212890625,0.4459381103515625,-0.81243896484375,2005288.059894625,0.06068545207381248,1.332911372184753,-4.641837120056152,2005288.047192625,158.9214782714844,98.94818115234375,-496.2777709960938,3
2023-02-18T16:35:57.397Z,40,2005288.092907625,0.403961181640625,0.4684906005859375,-0.8499298095703125,2005288.079914625,0.1267699301242828,1.57253086566925,-4.573714256286621,2005288.066815625,159.9561767578125,99.7547607421875,-496.0114135742188,3
2023-02-18T16:35:57.416Z,41,2005288.112927625,0.430267333984375,0.4569244384765625,-0.8329925537109375,2005288.099933625,0.2388839572668076,1.572736740112305,-4.513342380523682,2005288.086468625,161.0967864990234,100.8100280761719,-495.4259033203125,3
2023-02-18T16:35:57.435Z,42,2005288.132946625,0.351776123046875,0.421142578125,-0.7697906494140625,2005288.119922625,0.3383705914020538,1.67389976978302,-4.490614414215088,2005288.106091625,162.0106811523438,101.8558959960938,-494.9103393554688,3
2023-02-18T16:35:57.456Z,43,2005288.152966625,0.2955322265625,0.373321533203125,-0.7309722900390625,2005288.139942625,0.4380548298358917,1.954666495323181,-4.403673648834229,2005288.125713625,163.0342407226562,102.6805725097656,-494.1923217773438,3
2023-02-18T16:35:57.477Z,44,2005288.172955625,0.361053466796875,0.37188720703125,-0.74798583984375,2005288.159961625,0.5238088965415955,2.285236120223999,-4.286153793334961,2005288.145336625,163.7493438720703,103.5726318359375,-493.7733764648438,3
2023-02-18T16:35:57.496Z,45,2005288.192974625,0.470672607421875,0.3582763671875,-0.772247314453125,2005288.179981625,0.6215463876724243,2.24036169052124,-4.108516693115234,2005288.164959625,164.9242401123047,104.4458770751953,-492.9461669921875,3
2023-02-18T16:35:57.515Z,46,2005288.212994625,0.4883575439453125,0.3219146728515625,-0.7646484375,2005288.199970625,0.6455888748168945,1.917065620422363,-3.932541847229004,2005288.184612625,166.13720703125,105.1826019287109,-491.9708251953125,3
2023-02-18T16:35:57.535Z,47,2005288.232983625,0.451568603515625,0.271881103515625,-0.7513580322265625,2005288.219989625,0.5947245955467224,1.7521653175354,-3.767487525939941,2005288.204235625,166.6986236572266,105.7957611083984,-491.2420654296875,3
2023-02-18T16:35:57.556Z,48,2005288.253002625,0.4633331298828125,0.2917633056640625,-0.7674102783203125,2005288.240009625,0.5130044221878052,1.808166742324829,-3.564908027648926,2005288.223889625,167.1379852294922,106.9301452636719,-490.70458984375,3
2023-02-18T16:35:57.576Z,49,2005288.273022625,0.485015869140625,0.343231201171875,-0.7914886474609375,2005288.259998625,0.4396860301494598,1.822067737579346,-3.302176952362061,2005288.243511625,167.5615081787109,107.5983581542969,-490.0064697265625,3
2023-02-18T16:35:57.596Z,50,2005288.293011625,0.4893646240234375,0.3488922119140625,-0.7838897705078125,2005288.280017625,0.3994291424751282,1.86105477809906,-3.000550746917725,2005288.282787625,168.5702056884766,109.2324066162109,-488.2234497070312,3
2023-02-18T16:35:57.616Z,51,2005288.313030625,0.524566650390625,0.3391571044921875,-0.767974853515625,2005288.300037625,0.3300900161266327,1.839275717735291,-2.670626401901245,2005288.302441625,169.1495513916016,110.0897979736328,-487.7955627441406,3
2023-02-18T16:35:57.636Z,52,2005288.333050625,0.5735931396484375,0.361114501953125,-0.7727813720703125,2005288.320026625,0.2522301077842712,1.720490217208862,-2.33212423324585,2005288.322064625,169.491455078125,110.7818756103516,-486.8003234863281,3
