loggingTime(txt),loggingSample(N),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),label(N)
2023-02-19T21:11:28.219Z,1,2066843.648036417,0.6946868896484375,-0.248779296875,-0.621612548828125,2066843.646053417,0.04450222104787827,-0.0814029797911644,-0.1778509616851807,2066843.619289417,191.0616607666016,113.1463012695312,-480.2446594238281,3
2023-02-19T21:11:28.227Z,2,2066843.668056417,0.656219482421875,-0.29547119140625,-0.6308746337890625,2066843.666072417,0.07209363579750061,-0.1559206247329712,-0.1910868734121323,2066843.639003417,190.8984069824219,113.2714385986328,-480.2222290039062,3
2023-02-19T21:11:28.247Z,3,2066843.688075417,0.6686859130859375,-0.2918701171875,-0.6581573486328125,2066843.686061417,0.07258845120668411,-0.1877954602241516,-0.2444683313369751,2066843.658687417,191.0544586181641,113.4646606445312,-480.2865600585938,3
2023-02-19T21:11:28.266Z,4,2066843.708064417,0.6768646240234375,-0.30712890625,-0.6628265380859375,2066843.706081417,0.07131172716617584,-0.231006845831871,-0.263231098651886,2066843.678401417,190.8173065185547,113.5171661376953,-480.5060119628906,3
2023-02-19T21:11:28.287Z,5,2066843.728084417,0.680816650390625,-0.3250274658203125,-0.6741943359375,2066843.726070417,0.03918575122952461,-0.2440789788961411,-0.2516735196113586,2066843.717830417,190.4779968261719,113.7562408447266,-480.8663024902344,3
2023-02-19T21:11:28.307Z,6,2066843.748104417,0.6603546142578125,-0.3230133056640625,-0.654449462890625,2066843.746089417,0.04632462188601494,-0.1826813966035843,-0.2199161201715469,2066843.737514417,190.4542236328125,113.8367614746094,-481.0323486328125,3
2023-02-19T21:11:28.327Z,7,2066843.768093417,0.64007568359375,-0.3255615234375,-0.640380859375,2066843.766109417,0.0611584298312664,-0.1194068193435669,-0.183223083615303,2066843.757228417,190.4403381347656,114.0526275634766,-480.9937438964844,3
2023-02-19T21:11:28.347Z,8,2066843.788112417,0.6584625244140625,-0.3234100341796875,-0.6448974609375,2066843.786098417,0.06593853980302811,-0.06458564847707748,-0.1836563795804977,2066843.776943417,190.1037445068359,114.1129913330078,-481.1626281738281,3
2023-02-19T21:11:28.367Z,9,2066843.808132417,0.6819915771484375,-0.3177642822265625,-0.66815185546875,2066843.806117417,0.06875909119844437,-0.06346152722835541,-0.1855064779520035,2066843.796657417,190.2326507568359,114.1082458496094,-481.0756225585938,3
2023-02-19T21:11:28.387Z,10,2066843.828121417,0.7053070068359375,-0.3149261474609375,-0.6921234130859375,2066843.826137417,0.06607648730278015,-0.1539181917905807,-0.1793340742588043,2066843.816341417,189.8507232666016,114.0792999267578,-481.2119750976562,3
2023-02-19T21:11:28.407Z,11,2066843.848140417,0.6979827880859375,-0.3102569580078125,-0.676605224609375,2066843.846126417,0.08390528708696365,-0.2115924060344696,-0.1719217002391815,2066843.836055417,189.9188690185547,114.3784942626953,-481.2976989746094,3
2023-02-19T21:11:28.427Z,12,2066843.868160417,0.6644287109375,-0.3176422119140625,-0.657623291015625,2066843.866146417,0.09654624760150909,-0.1461875736713409,-0.159521222114563,2066843.855770417,189.7971343994141,114.3226623535156,-481.6204223632812,3
2023-02-19T21:11:28.447Z,13,2066843.888149417,0.6640167236328125,-0.3170013427734375,-0.6750030517578125,2066843.886165417,0.1009015813469887,-0.0910811722278595,-0.1447286903858185,2066843.875484417,189.4995422363281,114.3655090332031,-481.5361328125,3
2023-02-19T21:11:28.467Z,14,2066843.908168417,0.68170166015625,-0.305999755859375,-0.68536376953125,2066843.906154417,0.1125763431191444,-0.0685202032327652,-0.1278543621301651,2066843.895168417,189.8350524902344,114.5091705322266,-481.6552429199219,3
2023-02-19T21:11:28.487Z,15,2066843.928188417,0.685791015625,-0.30023193359375,-0.6800079345703125,2066843.926174417,0.1303031444549561,-0.07491178810596466,-0.1130202934145927,2066843.914882417,189.678466796875,114.3633270263672,-481.5794982910156,3
2023-02-19T21:11:28.507Z,16,2066843.948177417,0.6727142333984375,-0.305999755859375,-0.6737060546875,2066843.946193417,0.1400372684001923,-0.06522587686777115,-0.1077696084976196,2066843.934596417,189.7328491210938,114.5612030029297,-481.7598876953125,3
